RFID GATES,PAPER GATES,RFID EMPLOYEES,PAPER EMPLOYEES,person,traffic status,gate_type,wait time
2,2,1,2,id_1116,high,RFID,650.4699999999999
2,2,1,2,id_1117,high,RFID,547.39
2,2,1,2,id_1118,high,RFID,653.19
2,2,1,2,id_1119,high,RFID,548.51
2,2,1,2,id_112,low,RFID,8.13
2,2,1,2,id_1120,high,RFID,551.5
2,2,1,2,id_1121,high,RFID,555.68
2,2,1,2,id_1122,high,paper,67.11
2,2,1,2,id_1123,high,RFID,650.91
2,2,1,2,id_1124,high,paper,74.89
2,2,1,2,id_1125,high,paper,62.69
2,2,1,2,id_1126,high,RFID,554.52
2,2,1,2,id_1127,high,RFID,559.82
2,2,1,2,id_1128,high,RFID,566.12
2,2,1,2,id_1129,high,paper,76.03999999999999
2,2,1,2,id_113,low,paper,11.76
2,2,1,2,id_1130,high,RFID,638.35
2,2,1,2,id_1131,high,RFID,568.14
2,2,1,2,id_1132,high,paper,71.5
2,2,1,2,id_1133,high,paper,85.72
2,2,1,2,id_1134,high,RFID,637.94
2,2,1,2,id_1135,high,RFID,569.8100000000001
2,2,1,2,id_1136,high,paper,72.87
2,2,1,2,id_1137,high,RFID,569.07
2,2,1,2,id_1138,high,RFID,570.67
2,2,1,2,id_1139,high,RFID,631.0
2,2,1,2,id_114,low,paper,14.75
2,2,1,2,id_1140,high,RFID,580.14
2,2,1,2,id_1141,high,paper,82.98
2,2,1,2,id_1142,high,RFID,633.04
2,2,1,2,id_1143,high,paper,77.02
2,2,1,2,id_1144,high,RFID,638.72
2,2,1,2,id_1145,high,RFID,579.36
2,2,1,2,id_1146,high,RFID,641.29
2,2,1,2,id_1147,high,RFID,581.5899999999999
2,2,1,2,id_1148,high,RFID,585.6600000000001
2,2,1,2,id_1149,high,RFID,639.3399999999999
2,2,1,2,id_115,low,RFID,11.17
2,2,1,2,id_1150,high,RFID,648.66
2,2,1,2,id_1151,high,RFID,591.87
2,2,1,2,id_1152,high,paper,71.75
2,2,1,2,id_1153,high,RFID,647.86
2,2,1,2,id_1154,high,RFID,654.08
2,2,1,2,id_1155,high,RFID,590.16
2,2,1,2,id_1156,high,paper,72.6
2,2,1,2,id_1157,high,RFID,590.64
2,2,1,2,id_1158,high,RFID,660.6700000000001
2,2,1,2,id_1159,high,RFID,597.03
2,2,1,2,id_116,low,RFID,11.47
2,2,1,2,id_1160,high,RFID,662.77
2,2,1,2,id_1161,high,paper,57.78
2,2,1,2,id_1162,high,RFID,665.69
2,2,1,2,id_1163,high,RFID,599.43
2,2,1,2,id_1164,high,paper,63.27
2,2,1,2,id_1165,high,paper,66.32
2,2,1,2,id_1166,high,paper,67.39
2,2,1,2,id_1167,high,RFID,592.9100000000001
2,2,1,2,id_1168,high,RFID,656.6
2,2,1,2,id_1169,high,RFID,657.31
2,2,1,2,id_117,avg,RFID,10.01
2,2,1,2,id_1170,high,RFID,662.04
2,2,1,2,id_1171,high,paper,61.309999999999995
2,2,1,2,id_1172,high,RFID,589.6999999999999
2,2,1,2,id_1173,high,RFID,593.3100000000001
2,2,1,2,id_1174,high,RFID,659.24
2,2,1,2,id_1175,high,RFID,600.4300000000001
2,2,1,2,id_1176,high,RFID,670.9
2,2,1,2,id_1177,high,RFID,601.9699999999999
2,2,1,2,id_1178,high,paper,50.36
2,2,1,2,id_1179,high,RFID,609.92
2,2,1,2,id_118,avg,RFID,8.69
2,2,1,2,id_1180,high,RFID,664.9699999999999
2,2,1,2,id_1181,high,RFID,614.08
2,2,1,2,id_1182,high,RFID,675.02
2,2,1,2,id_1183,high,RFID,678.59
2,2,1,2,id_1184,high,paper,51.050000000000004
2,2,1,2,id_1185,high,paper,52.05
2,2,1,2,id_1186,high,paper,59.17
2,2,1,2,id_1187,high,RFID,602.83
2,2,1,2,id_1188,high,RFID,611.8000000000001
2,2,1,2,id_1189,high,RFID,670.2299999999999
2,2,1,2,id_119,avg,paper,13.4
2,2,1,2,id_1190,high,RFID,678.44
2,2,1,2,id_1191,high,RFID,615.37
2,2,1,2,id_1192,high,paper,48.290000000000006
2,2,1,2,id_1193,high,paper,52.86
2,2,1,2,id_1194,high,paper,57.36
2,2,1,2,id_1195,high,RFID,608.25
2,2,1,2,id_1196,high,RFID,612.96
2,2,1,2,id_1197,high,paper,47.58
2,2,1,2,id_1198,high,RFID,666.4599999999999
2,2,1,2,id_1199,high,RFID,613.5999999999999
2,2,1,2,id_12,low,RFID,10.26
2,2,1,2,id_120,avg,RFID,9.65
2,2,1,2,id_1200,high,RFID,619.23
2,2,1,2,id_1201,high,RFID,665.8499999999999
2,2,1,2,id_1202,high,RFID,624.9399999999999
2,2,1,2,id_1203,high,RFID,629.2800000000001
2,2,1,2,id_1204,high,RFID,636.11
2,2,1,2,id_1205,high,RFID,660.59
2,2,1,2,id_1206,high,RFID,667.09
2,2,1,2,id_1207,high,RFID,669.1
2,2,1,2,id_1208,high,RFID,632.5
2,2,1,2,id_1209,high,RFID,639.36
2,2,1,2,id_121,avg,paper,10.3
2,2,1,2,id_1210,high,paper,24.21
2,2,1,2,id_1211,high,paper,21.45
2,2,1,2,id_1212,high,RFID,666.09
2,2,1,2,id_1213,high,paper,29.04
2,2,1,2,id_1214,high,RFID,638.2800000000001
2,2,1,2,id_1215,high,RFID,638.92
2,2,1,2,id_1216,high,RFID,660.87
2,2,1,2,id_1217,high,RFID,668.52
2,2,1,2,id_1218,high,RFID,641.9699999999999
2,2,1,2,id_1219,high,RFID,673.41
2,2,1,2,id_122,avg,RFID,10.35
2,2,1,2,id_1220,high,RFID,650.6899999999999
2,2,1,2,id_1221,high,paper,12.82
2,2,1,2,id_1222,high,RFID,653.1500000000001
2,2,1,2,id_1223,high,RFID,657.98
2,2,1,2,id_1224,high,RFID,668.37
2,2,1,2,id_1225,high,RFID,676.13
2,2,1,2,id_1226,high,RFID,658.87
2,2,1,2,id_1227,high,paper,13.64
2,2,1,2,id_1228,high,RFID,679.1
2,2,1,2,id_1229,high,paper,13.42
2,2,1,2,id_123,avg,RFID,12.09
2,2,1,2,id_1230,high,RFID,663.22
2,2,1,2,id_1231,high,RFID,670.99
2,2,1,2,id_1232,high,paper,28.47
2,2,1,2,id_1233,high,RFID,683.9399999999999
2,2,1,2,id_1234,high,RFID,691.0600000000001
2,2,1,2,id_1235,high,paper,21.54
2,2,1,2,id_1236,high,RFID,679.97
2,2,1,2,id_1237,high,RFID,696.37
2,2,1,2,id_1238,high,paper,36.94
2,2,1,2,id_1239,high,paper,22.34
2,2,1,2,id_124,avg,RFID,14.29
2,2,1,2,id_1240,high,RFID,678.13
2,2,1,2,id_1241,high,RFID,698.26
2,2,1,2,id_1242,high,RFID,681.13
2,2,1,2,id_1243,high,paper,30.740000000000002
2,2,1,2,id_1244,high,RFID,688.38
2,2,1,2,id_1245,high,paper,38.36
2,2,1,2,id_1246,high,RFID,697.3000000000001
2,2,1,2,id_1247,high,RFID,708.14
2,2,1,2,id_1248,high,RFID,686.97
2,2,1,2,id_1249,high,RFID,709.07
2,2,1,2,id_125,avg,RFID,8.95
2,2,1,2,id_1250,high,RFID,688.16
2,2,1,2,id_1251,high,RFID,695.74
2,2,1,2,id_1252,high,RFID,715.9
2,2,1,2,id_1253,high,paper,20.55
2,2,1,2,id_1254,high,RFID,695.58
2,2,1,2,id_1255,high,RFID,716.31
2,2,1,2,id_1256,high,RFID,724.18
2,2,1,2,id_1257,high,RFID,702.3100000000001
2,2,1,2,id_1258,high,RFID,736.2700000000001
2,2,1,2,id_1259,high,paper,20.23
2,2,1,2,id_126,avg,RFID,6.88
2,2,1,2,id_1260,high,RFID,727.85
2,2,1,2,id_1261,high,RFID,734.9399999999999
2,2,1,2,id_1262,high,RFID,725.86
2,2,1,2,id_1263,high,RFID,732.83
2,2,1,2,id_1264,high,RFID,738.1800000000001
2,2,1,2,id_1265,high,RFID,748.7199999999999
2,2,1,2,id_1266,high,RFID,739.6899999999999
2,2,1,2,id_1267,high,paper,21.25
2,2,1,2,id_1268,high,RFID,754.03
2,2,1,2,id_1269,high,RFID,739.98
2,2,1,2,id_127,avg,RFID,10.19
2,2,1,2,id_1270,high,RFID,744.04
2,2,1,2,id_1271,high,paper,11.55
2,2,1,2,id_1272,high,RFID,750.17
2,2,1,2,id_1273,high,paper,17.86
2,2,1,2,id_1274,high,RFID,743.25
2,2,1,2,id_1275,high,paper,16.37
2,2,1,2,id_1276,high,RFID,745.32
2,2,1,2,id_1277,high,RFID,745.98
2,2,1,2,id_1278,high,paper,28.689999999999998
2,2,1,2,id_1279,high,RFID,753.12
2,2,1,2,id_128,avg,RFID,11.47
2,2,1,2,id_1280,high,paper,23.96
2,2,1,2,id_1281,high,RFID,745.48
2,2,1,2,id_1282,high,paper,35.96
2,2,1,2,id_1283,high,RFID,749.34
2,2,1,2,id_1284,high,paper,34.83
2,2,1,2,id_1285,high,paper,45.14
2,2,1,2,id_1286,high,RFID,753.31
2,2,1,2,id_1287,high,RFID,751.73
2,2,1,2,id_1288,high,paper,38.01
2,2,1,2,id_1289,high,RFID,756.16
2,2,1,2,id_129,avg,RFID,8.95
2,2,1,2,id_1290,high,RFID,748.0899999999999
2,2,1,2,id_1291,high,RFID,756.2
2,2,1,2,id_1292,high,RFID,741.94
2,2,1,2,id_1293,high,RFID,757.2199999999999
2,2,1,2,id_1294,high,paper,31.33
2,2,1,2,id_1295,high,RFID,744.24
2,2,1,2,id_1296,high,RFID,764.34
2,2,1,2,id_1297,high,RFID,770.99
2,2,1,2,id_1298,high,RFID,746.35
2,2,1,2,id_1299,high,RFID,769.17
2,2,1,2,id_13,low,paper,13.83
2,2,1,2,id_130,avg,paper,14.59
2,2,1,2,id_1300,high,RFID,779.47
2,2,1,2,id_1301,high,paper,17.84
2,2,1,2,id_1302,high,RFID,747.49
2,2,1,2,id_1303,high,RFID,748.89
2,2,1,2,id_1304,high,paper,11.25
2,2,1,2,id_1305,high,paper,16.26
2,2,1,2,id_1306,high,RFID,766.99
2,2,1,2,id_1307,high,RFID,772.7900000000001
2,2,1,2,id_1308,high,RFID,776.73
2,2,1,2,id_1309,high,paper,17.08
2,2,1,2,id_131,avg,RFID,11.17
2,2,1,2,id_1310,high,RFID,733.1899999999999
2,2,1,2,id_1311,high,paper,10.62
2,2,1,2,id_1312,high,RFID,779.48
2,2,1,2,id_1313,high,RFID,739.5899999999999
2,2,1,2,id_1314,high,RFID,788.35
2,2,1,2,id_1315,high,paper,19.830000000000002
2,2,1,2,id_1316,high,paper,26.4
2,2,1,2,id_1317,high,RFID,744.64
2,2,1,2,id_1318,high,RFID,790.78
2,2,1,2,id_1319,high,RFID,749.12
2,2,1,2,id_132,avg,RFID,9.79
2,2,1,2,id_1320,high,RFID,758.48
2,2,1,2,id_1321,high,RFID,791.09
2,2,1,2,id_1322,high,RFID,801.52
2,2,1,2,id_1323,high,paper,26.23
2,2,1,2,id_1324,high,RFID,754.3199999999999
2,2,1,2,id_1325,high,RFID,801.1899999999999
2,2,1,2,id_1326,high,RFID,809.2700000000001
2,2,1,2,id_1327,high,paper,16.82
2,2,1,2,id_1328,high,paper,24.490000000000002
2,2,1,2,id_1329,high,RFID,750.12
2,2,1,2,id_133,avg,RFID,10.15
2,2,1,2,id_1330,high,RFID,807.6
2,2,1,2,id_1331,high,RFID,753.0
2,2,1,2,id_1332,high,RFID,758.59
2,2,1,2,id_1333,high,RFID,805.94
2,2,1,2,id_1334,high,paper,17.240000000000002
2,2,1,2,id_1335,high,paper,16.57
2,2,1,2,id_1336,high,paper,31.660000000000004
2,2,1,2,id_1337,high,RFID,757.89
2,2,1,2,id_1338,high,RFID,838.38
2,2,1,2,id_1339,high,paper,39.379999999999995
2,2,1,2,id_134,avg,paper,13.55
2,2,1,2,id_1340,high,RFID,766.26
2,2,1,2,id_1341,high,RFID,841.77
2,2,1,2,id_1342,high,RFID,772.3000000000001
2,2,1,2,id_1343,high,paper,17.630000000000003
2,2,1,2,id_1344,high,RFID,844.88
2,2,1,2,id_1345,high,RFID,777.13
2,2,1,2,id_1346,high,paper,29.880000000000003
2,2,1,2,id_1347,high,RFID,850.0799999999999
2,2,1,2,id_1348,high,RFID,778.45
2,2,1,2,id_1349,high,RFID,853.5899999999999
2,2,1,2,id_135,avg,RFID,11.77
2,2,1,2,id_1350,high,paper,33.519999999999996
2,2,1,2,id_1351,high,RFID,780.52
2,2,1,2,id_1352,high,RFID,857.03
2,2,1,2,id_1353,high,RFID,861.35
2,2,1,2,id_1354,high,RFID,779.8399999999999
2,2,1,2,id_1355,high,RFID,864.25
2,2,1,2,id_1356,high,paper,28.53
2,2,1,2,id_1357,high,RFID,782.03
2,2,1,2,id_1358,high,paper,36.95
2,2,1,2,id_1359,high,paper,32.91
2,2,1,2,id_136,avg,RFID,11.72
2,2,1,2,id_1360,high,RFID,783.46
2,2,1,2,id_1361,high,RFID,869.99
2,2,1,2,id_1362,high,RFID,783.73
2,2,1,2,id_1363,high,RFID,871.2299999999999
2,2,1,2,id_1364,high,RFID,875.6500000000001
2,2,1,2,id_1365,high,RFID,784.72
2,2,1,2,id_1366,high,RFID,878.3100000000001
2,2,1,2,id_1367,high,paper,30.450000000000003
2,2,1,2,id_1368,high,RFID,785.34
2,2,1,2,id_1369,high,RFID,878.6800000000001
2,2,1,2,id_137,avg,paper,12.61
2,2,1,2,id_1370,high,RFID,786.8399999999999
2,2,1,2,id_1371,high,RFID,878.9899999999999
2,2,1,2,id_1372,high,paper,12.299999999999999
2,2,1,2,id_1373,high,RFID,883.51
2,2,1,2,id_1374,high,RFID,773.55
2,2,1,2,id_1375,high,RFID,782.68
2,2,1,2,id_1376,high,RFID,790.47
2,2,1,2,id_1377,high,RFID,881.31
2,2,1,2,id_1378,high,RFID,886.8299999999999
2,2,1,2,id_1379,high,RFID,792.74
2,2,1,2,id_138,avg,RFID,7.78
2,2,1,2,id_1380,high,paper,11.85
2,2,1,2,id_1381,high,RFID,799.24
2,2,1,2,id_1382,high,RFID,895.6800000000001
2,2,1,2,id_1383,high,RFID,900.5799999999999
2,2,1,2,id_1384,high,RFID,797.44
2,2,1,2,id_1385,high,RFID,899.74
2,2,1,2,id_1386,high,paper,11.27
2,2,1,2,id_1387,high,paper,10.28
2,2,1,2,id_1388,high,RFID,896.87
2,2,1,2,id_1389,high,RFID,824.89
2,2,1,2,id_139,avg,paper,12.51
2,2,1,2,id_1390,high,paper,18.87
2,2,1,2,id_1391,high,RFID,901.2399999999999
2,2,1,2,id_1392,high,RFID,826.16
2,2,1,2,id_1393,high,RFID,907.26
2,2,1,2,id_1394,high,RFID,829.58
2,2,1,2,id_1395,high,RFID,864.5500000000001
2,2,1,2,id_1396,high,RFID,911.01
2,2,1,2,id_1397,high,RFID,921.8199999999999
2,2,1,2,id_1398,high,RFID,925.47
2,2,1,2,id_1399,high,paper,13.1
2,2,1,2,id_14,low,paper,16.48
2,2,1,2,id_140,avg,RFID,11.82
2,2,1,2,id_1400,high,RFID,863.23
2,2,1,2,id_1401,high,RFID,872.91
2,2,1,2,id_1402,high,RFID,923.0699999999999
2,2,1,2,id_1403,high,RFID,877.51
2,2,1,2,id_1404,high,RFID,929.59
2,2,1,2,id_1405,high,RFID,882.96
2,2,1,2,id_1406,high,paper,14.020000000000001
2,2,1,2,id_1407,high,RFID,886.16
2,2,1,2,id_1408,high,paper,13.45
2,2,1,2,id_1409,high,RFID,928.57
2,2,1,2,id_141,avg,paper,11.48
2,2,1,2,id_1410,high,RFID,936.1500000000001
2,2,1,2,id_1411,high,RFID,890.88
2,2,1,2,id_1412,high,RFID,939.6
2,2,1,2,id_1413,high,paper,11.73
2,2,1,2,id_1414,high,paper,14.62
2,2,1,2,id_1415,high,paper,23.740000000000002
2,2,1,2,id_1416,high,paper,28.830000000000002
2,2,1,2,id_1417,high,RFID,887.31
2,2,1,2,id_1418,high,paper,26.05
2,2,1,2,id_1419,high,paper,38.92
2,2,1,2,id_142,avg,RFID,6.69
2,2,1,2,id_1420,high,RFID,925.8599999999999
2,2,1,2,id_1421,high,paper,32.63
2,2,1,2,id_1422,high,paper,43.2
2,2,1,2,id_1423,high,paper,34.83
2,2,1,2,id_1424,high,RFID,870.1999999999999
2,2,1,2,id_1425,high,paper,51.77
2,2,1,2,id_1426,high,RFID,923.5699999999999
2,2,1,2,id_1427,high,RFID,875.75
2,2,1,2,id_1428,high,paper,59.25
2,2,1,2,id_1429,high,RFID,881.01
2,2,1,2,id_143,avg,RFID,8.8
2,2,1,2,id_1430,high,RFID,920.83
2,2,1,2,id_1431,high,RFID,881.12
2,2,1,2,id_1432,high,RFID,925.59
2,2,1,2,id_1433,high,RFID,889.54
2,2,1,2,id_1434,high,RFID,932.52
2,2,1,2,id_1435,high,RFID,936.27
2,2,1,2,id_1436,high,RFID,893.8399999999999
2,2,1,2,id_1437,high,RFID,901.76
2,2,1,2,id_1438,high,RFID,938.48
2,2,1,2,id_1439,high,RFID,946.39
2,2,1,2,id_144,avg,RFID,7.34
2,2,1,2,id_1440,high,RFID,904.2
2,2,1,2,id_1441,high,RFID,911.02
2,2,1,2,id_1442,high,RFID,951.02
2,2,1,2,id_1443,high,RFID,918.51
2,2,1,2,id_1444,high,RFID,957.8
2,2,1,2,id_1445,high,paper,14.27
2,2,1,2,id_1446,high,RFID,918.95
2,2,1,2,id_1447,high,RFID,962.3100000000001
2,2,1,2,id_1448,high,RFID,922.45
2,2,1,2,id_1449,high,RFID,963.21
2,2,1,2,id_145,avg,paper,20.11
2,2,1,2,id_1450,high,paper,13.56
2,2,1,2,id_1451,high,paper,27.0
2,2,1,2,id_1452,high,RFID,919.07
2,2,1,2,id_1453,high,paper,19.439999999999998
2,2,1,2,id_1454,high,RFID,956.48
2,2,1,2,id_1455,high,RFID,962.59
2,2,1,2,id_1456,high,RFID,919.09
2,2,1,2,id_1457,high,RFID,926.93
2,2,1,2,id_1458,high,paper,24.3
2,2,1,2,id_1459,high,RFID,962.0999999999999
2,2,1,2,id_146,avg,paper,10.62
2,2,1,2,id_1460,high,paper,18.19
2,2,1,2,id_1461,high,RFID,993.21
2,2,1,2,id_1462,high,RFID,929.9499999999999
2,2,1,2,id_1463,high,RFID,933.5600000000001
2,2,1,2,id_1464,high,RFID,991.26
2,2,1,2,id_1465,high,RFID,994.08
2,2,1,2,id_1466,high,paper,19.71
2,2,1,2,id_1467,high,RFID,933.0200000000001
2,2,1,2,id_1468,high,paper,17.21
2,2,1,2,id_1469,high,RFID,935.5899999999999
2,2,1,2,id_147,avg,paper,15.69
2,2,1,2,id_1470,high,paper,39.39
2,2,1,2,id_1471,high,RFID,944.5
2,2,1,2,id_1472,high,RFID,992.07
2,2,1,2,id_1473,high,RFID,949.69
2,2,1,2,id_1474,high,paper,24.269999999999996
2,2,1,2,id_1475,high,RFID,992.77
2,2,1,2,id_1476,high,paper,41.36
2,2,1,2,id_1477,high,RFID,954.3199999999999
2,2,1,2,id_1478,high,RFID,992.04
2,2,1,2,id_1479,high,RFID,955.5
2,2,1,2,id_148,avg,RFID,5.24
2,2,1,2,id_1480,high,RFID,993.88
2,2,1,2,id_1481,high,RFID,961.22
2,2,1,2,id_1482,high,paper,17.5
2,2,1,2,id_1483,high,paper,35.6
2,2,1,2,id_1484,high,RFID,995.27
2,2,1,2,id_1485,high,paper,34.75
2,2,1,2,id_1486,high,RFID,1000.96
2,2,1,2,id_1487,high,paper,41.47
2,2,1,2,id_1488,high,RFID,953.8
2,2,1,2,id_1489,high,RFID,955.3399999999999
2,2,1,2,id_149,avg,RFID,5.6
2,2,1,2,id_1490,high,RFID,993.82
2,2,1,2,id_1491,high,RFID,1004.47
2,2,1,2,id_1492,high,RFID,954.43
2,2,1,2,id_1493,high,RFID,962.55
2,2,1,2,id_1494,high,RFID,1002.6899999999999
2,2,1,2,id_1495,high,paper,21.759999999999998
2,2,1,2,id_1496,high,RFID,964.3900000000001
2,2,1,2,id_1497,high,RFID,975.87
2,2,1,2,id_1498,high,RFID,1005.87
2,2,1,2,id_1499,high,paper,34.47
2,2,1,2,id_15,low,paper,11.22
2,2,1,2,id_150,avg,RFID,9.26
2,2,1,2,id_1500,high,RFID,1004.64
2,2,1,2,id_1501,high,paper,26.84
2,2,1,2,id_1502,high,paper,42.5
2,2,1,2,id_1503,high,RFID,1010.91
2,2,1,2,id_1504,high,RFID,975.18
2,2,1,2,id_1505,high,RFID,1015.16
2,2,1,2,id_1506,high,paper,34.43
2,2,1,2,id_1507,high,RFID,977.5500000000001
2,2,1,2,id_1508,high,RFID,1022.02
2,2,1,2,id_1509,high,RFID,977.4899999999999
2,2,1,2,id_151,avg,paper,20.32
2,2,1,2,id_1510,high,paper,42.45
2,2,1,2,id_1511,high,RFID,1021.11
2,2,1,2,id_1512,high,RFID,981.0300000000001
2,2,1,2,id_1513,high,paper,35.0
2,2,1,2,id_1514,high,RFID,1025.44
2,2,1,2,id_1515,high,RFID,990.9
2,2,1,2,id_1516,high,RFID,999.91
2,2,1,2,id_1517,high,RFID,1030.3999999999999
2,2,1,2,id_1518,high,RFID,1034.72
2,2,1,2,id_1519,high,RFID,998.33
2,2,1,2,id_152,avg,paper,10.35
2,2,1,2,id_1520,high,RFID,1039.96
2,2,1,2,id_1521,high,RFID,1046.5900000000001
2,2,1,2,id_1522,high,RFID,1008.96
2,2,1,2,id_1523,high,paper,39.519999999999996
2,2,1,2,id_1524,high,RFID,1010.36
2,2,1,2,id_1525,high,paper,35.489999999999995
2,2,1,2,id_1526,high,RFID,1042.94
